ID;Description;BeginDate;EndDate;BookingFee;TotalPrice;Currency_code;Status_code;Agency_ID;Customer_ID;createdAt;createdBy;modifiedAt;modifiedBy
2444;Vacation for Walter, Astrid, August;2024-05-31;2024-05-31;30;8754;EUR;O;070014;0000000355;2023-10-03T13:26:10.000Z;Schneider;2023-10-08T15:07:58.000Z;Miguel
2445;Business Trip;2024-05-31;2024-05-31;20;5965;EUR;X;070036;0000000062;2023-10-03T06:23:36.000Z;Koller;2023-10-18T04:32:37.000Z;Heller
2446;Vacation for Andreas, Volker;2024-05-31;2024-05-31;20;6055;EUR;O;070013;0000000461;2023-10-03T02:45:53.000Z;Moyano;2023-10-08T15:23:13.000Z;Benz
2447;Business Trip for Thilo;2024-05-31;2024-05-31;10;3069;EUR;O;070007;0000000463;2023-10-03T09:29:30.000Z;Pratt;2023-10-05T12:31:40.000Z;Delon
2448;Business Trip to Germany;2024-05-31;2024-05-31;10;3086;EUR;O;070017;0000000537;2023-10-03T12:15:15.000Z;Kirk;2023-10-09T19:05:06.000Z;Pratt
2449;Vacation;2024-05-31;2024-05-31;10;3034;EUR;O;070041;0000000537;2023-10-03T04:38:01.000Z;Pratt;2023-10-19T12:26:11.000Z;Goelke
2450;Business Trip for Christoph, Guenther;2024-05-31;2024-05-31;20;6193;EUR;X;070008;0000000185;2023-10-03T07:59:34.000Z;Meier;2023-10-06T20:42:09.000Z;Marshall
2451;Business Trip to Germany;2024-05-31;2024-05-31;20;6247;EUR;O;070017;0000000073;2023-10-03T01:05:27.000Z;Hunter;2023-10-09T09:55:31.000Z;Neubasler
2452;Business Trip to Germany;2024-05-31;2024-05-31;20;6327;EUR;O;070018;0000000214;2023-10-03T19:09:27.000Z;Marshall;2023-10-10T07:57:42.000Z;Kirk
2453;Vacation to Germany;2024-05-31;2024-05-31;20;6489;EUR;O;070021;0000000453;2023-10-03T13:35:12.000Z;Matthaeus;2023-10-11T10:58:56.000Z;Miguel
2454;Business Trip for Illya;2024-05-31;2024-05-31;10;3368;EUR;O;070007;0000000227;2023-10-02T23:04:51.000Z;Goelke;2023-10-05T05:14:07.000Z;Vrsic
2455;Business Trip to Germany;2024-05-31;2024-05-31;20;6453;EUR;X;070017;0000000356;2023-10-03T04:48:53.000Z;Leisert;2023-10-09T21:18:11.000Z;Koller
2456;Vacation;2024-05-31;2024-05-31;10;3266;EUR;O;070045;0000000380;2023-10-03T02:21:30.000Z;Cesari;2023-10-21T10:04:01.000Z;Barth
2457;Visiting Theresia;2024-05-31;2024-05-31;20;6467;EUR;A;070031;0000000089;2023-10-03T13:09:35.000Z;Goelke;2023-10-15T05:07:38.000Z;Miguel
2458;Vacation;2024-05-31;2024-05-31;20;6483;EUR;O;070005;0000000032;2023-10-03T05:42:08.000Z;Delon;2023-10-04T09:03:04.000Z;Waldmann
2459;Business Trip to Germany;2024-05-31;2024-05-31;20;6595;EUR;O;070016;0000000154;2023-10-03T22:37:57.000Z;Schneider;2023-10-09T15:05:53.000Z;Mustermann
2460;Vacation;2024-05-31;2024-05-31;20;6559;EUR;X;070047;0000000390;2023-10-03T17:39:55.000Z;D´Oultrement;2023-10-22T08:10:05.000Z;Prinz
2461;Business Trip;2024-05-31;2024-05-31;10;3350;EUR;O;070040;0000000149;2023-10-03T04:17:12.000Z;Koslowski;2023-10-19T03:29:34.000Z;Hoffen
2462;Business Trip to Germany;2024-05-31;2024-05-31;20;6785;EUR;O;070020;0000000423;2023-10-03T08:49:06.000Z;Picard;2023-10-11T19:49:06.000Z;Hunter
2463;Visiting Anna;2024-05-31;2024-05-31;20;6844;EUR;A;070034;0000000017;2023-10-03T00:00:54.000Z;Benjamin;2023-10-17T13:56:51.000Z;Gutenberg
2464;Vacation;2024-05-31;2024-05-31;20;6827;EUR;O;070003;0000000259;2023-10-03T09:00:22.000Z;Legrand;2023-10-03T07:38:45.000Z;Kreiss
2465;Sightseeing in Frankfurt/Main;2024-05-31;2024-05-31;20;6995;EUR;X;070027;0000000466;2023-10-03T08:06:30.000Z;Hoffen;2023-10-14T04:06:09.000Z;Jacqmain
2466;Business Trip to Germany;2024-05-31;2024-05-31;20;6949;EUR;O;070018;0000000522;2023-10-03T21:14:11.000Z;Hoffen;2023-10-10T04:22:47.000Z;Rahn
2467;Business Trip;2024-05-31;2024-05-31;20;7053;EUR;A;070037;0000000436;2023-10-03T22:14:10.000Z;Kramer;2023-10-18T11:20:26.000Z;Fischer
2468;Business Trip;2024-05-31;2024-05-31;20;7097;EUR;A;070037;0000000089;2023-10-03T19:25:28.000Z;Delon;2023-10-18T09:23:50.000Z;Picard
2469;Business Trip;2024-05-31;2024-05-31;20;7166;EUR;A;070037;0000000449;2023-10-03T00:47:42.000Z;Sudhoff;2023-10-18T16:38:29.000Z;Fischmann
2470;Business Trip;2024-05-31;2024-05-31;20;7196;EUR;X;070040;0000000414;2023-10-03T13:50:55.000Z;Fischmann;2023-10-19T00:16:06.000Z;Benjamin
2471;Visiting Illya;2023-08-05;2023-08-05;30;7068;JPY;A;070032;0000000395;2023-07-13T15:49:40.000Z;Kirk;2023-07-26T19:44:38.000Z;Sommer
2472;Sightseeing in Frankfurt/Main;2024-05-31;2024-05-31;10;3676;EUR;A;070028;0000000266;2023-10-03T08:03:46.000Z;Moyano;2023-10-14T15:10:30.000Z;D´Oultrement
2473;Visiting Volker;2023-08-05;2023-08-05;30;7120;JPY;A;070032;0000000311;2023-07-21T18:42:07.000Z;Barth;2023-08-03T02:36:27.000Z;Prinz
2474;Visiting Max;2023-08-05;2023-08-05;20;4754;JPY;A;070035;0000000352;2023-07-22T10:05:39.000Z;Picard;2023-08-05T19:06:48.000Z;Trensch
2475;Business Trip for Adam;2024-05-31;2024-05-31;10;3676;EUR;X;070006;0000000131;2023-10-03T03:48:34.000Z;Wohl;2023-10-05T03:35:38.000Z;Wohl
2476;Vacation;2023-08-05;2023-08-05;20;4723;JPY;O;070045;0000000107;2023-07-19T09:05:15.000Z;Miguel;2023-08-06T13:48:47.000Z;Delon
2477;Business Trip for Cindy;2023-08-05;2023-08-05;10;2388;JPY;O;070006;0000000168;2023-07-09T20:54:05.000Z;Illner;2023-07-11T12:43:21.000Z;Meier
2478;Vacation;2023-08-05;2023-08-05;20;4708;JPY;O;070003;0000000392;2023-07-20T07:04:19.000Z;Hansmann;2023-07-21T02:27:00.000Z;Legrand
2479;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;2359;JPY;A;070028;0000000381;2023-07-20T22:43:31.000Z;Buchholm;2023-07-30T23:14:47.000Z;Mustermann
2480;Business Trip to Japan;2023-08-05;2023-08-05;10;2371;JPY;X;070016;0000000487;2023-07-17T14:25:42.000Z;Ryan;2023-07-23T17:02:39.000Z;Montero
2481;Vacation to Japan;2023-08-05;2023-08-05;30;7084;JPY;O;070024;0000000176;2023-07-11T03:57:18.000Z;Lautenbach;2023-07-20T17:32:36.000Z;Koller
2482;Vacation;2023-08-05;2023-08-05;20;4813;JPY;O;070003;0000000397;2023-07-19T18:06:38.000Z;Delon;2023-07-19T09:12:03.000Z;Deichgraeber
2483;Business Trip;2023-08-05;2023-08-05;20;4733;JPY;A;070038;0000000470;2023-07-09T00:06:09.000Z;Gutenberg;2023-07-24T00:38:18.000Z;Fischmann
2484;Business Trip for Florian, Achim;2023-08-05;2023-08-05;20;4755;JPY;O;070010;0000000445;2023-07-20T20:14:36.000Z;Benjamin;2023-07-24T13:59:39.000Z;Sisko
2485;Vacation;2023-08-05;2023-08-05;30;7169;JPY;X;070005;0000000466;2023-07-02T04:49:58.000Z;Koslowski;2023-07-03T03:36:06.000Z;Hoffen
2486;Business Trip;2023-08-05;2023-08-05;10;2391;JPY;A;070037;0000000164;2023-07-10T09:29:06.000Z;Gueldenpfenn;2023-07-25T16:49:31.000Z;Trensch
2487;Business Trip;2023-08-05;2023-08-05;10;2376;JPY;O;070040;0000000456;2023-07-02T18:54:57.000Z;Kramer;2023-07-18T11:45:09.000Z;Pan
2488;Business Trip;2023-08-05;2023-08-05;20;4723;JPY;A;070037;0000000267;2023-07-04T16:12:51.000Z;Goelke;2023-07-19T05:54:36.000Z;Sudhoff
2489;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;4722;JPY;A;070028;0000000427;2023-07-04T03:47:40.000Z;Rahn;2023-07-15T21:32:43.000Z;Wohl
2490;Vacation;2023-08-05;2023-08-05;20;4734;JPY;X;070044;0000000378;2023-07-03T02:44:02.000Z;Lautenbach;2023-07-21T17:11:54.000Z;Hansmann
2491;Vacation;2023-08-05;2023-08-05;10;2380;JPY;O;070049;0000000103;2023-07-03T12:34:36.000Z;Madeira;2023-07-23T20:28:24.000Z;Illner
2492;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;30;7112;JPY;A;070030;0000000394;2023-07-18T04:05:48.000Z;Fischmann;2023-07-30T00:15:34.000Z;Koller
2493;Vacation for Salvador, Theresia;2023-08-05;2023-08-05;20;4769;JPY;O;070011;0000000146;2023-07-19T09:55:49.000Z;Koslowski;2023-07-23T03:17:55.000Z;Delon
2494;Vacation;2023-08-05;2023-08-05;30;7106;JPY;O;070004;0000000046;2023-07-12T00:16:45.000Z;Gueldenpfenn;2023-07-13T16:28:48.000Z;Fischmann
2495;Vacation;2023-08-05;2023-08-05;10;2369;JPY;X;070046;0000000183;2023-07-15T13:46:34.000Z;Schneider;2023-08-02T15:45:56.000Z;Benjamin
2496;Vacation;2023-08-05;2023-08-05;20;4726;JPY;O;070047;0000000147;2023-07-15T10:52:25.000Z;Ryan;2023-08-03T17:01:09.000Z;Cesari
2497;Business Trip;2023-08-05;2023-08-05;20;5019;JPY;A;070037;0000000188;2023-07-08T13:19:48.000Z;Babilon;2023-07-23T11:47:40.000Z;Miguel
2498;Vacation;2023-08-05;2023-08-05;20;4908;JPY;O;070041;0000000462;2023-07-12T11:17:09.000Z;Delon;2023-07-28T09:40:31.000Z;Kramer
2499;Business Trip;2023-08-05;2023-08-05;20;4953;JPY;O;070040;0000000309;2023-07-11T22:16:57.000Z;Weiss;2023-07-27T13:55:27.000Z;Mustermann
2500;Vacation for Stephen, Anneliese;2023-08-05;2023-08-05;20;5011;JPY;X;070015;0000000289;2023-07-17T21:44:34.000Z;Picard;2023-07-23T19:10:03.000Z;Müller
2501;Business Trip to Japan;2023-08-05;2023-08-05;30;7423;JPY;O;070020;0000000354;2023-07-07T20:39:40.000Z;Moyano;2023-07-15T15:28:36.000Z;Rahn
2502;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;2481;JPY;A;070028;0000000285;2023-07-21T14:18:16.000Z;Kramer;2023-08-01T11:57:40.000Z;Montero
2503;Vacation;2023-08-05;2023-08-05;20;4947;JPY;O;070046;0000000143;2023-07-05T09:47:55.000Z;Buehler;2023-07-24T06:04:21.000Z;Kreiss
2504;Vacation;2023-08-05;2023-08-05;10;2490;JPY;O;070050;0000000397;2023-07-13T06:35:40.000Z;Schneider;2023-08-02T15:21:32.000Z;Heller
2505;Business Trip for August, Cindy;2023-08-05;2023-08-05;20;4945;JPY;X;070006;0000000285;2023-07-22T17:04:40.000Z;Jacqmain;2023-07-24T08:11:09.000Z;Lautenbach
2506;Business Trip;2023-08-05;2023-08-05;20;5023;JPY;A;070036;0000000128;2023-07-19T13:49:44.000Z;Gahl;2023-08-03T12:09:24.000Z;Sessler
2507;Business Trip for Anna;2023-08-05;2023-08-05;10;2542;JPY;O;070008;0000000267;2023-07-08T03:23:03.000Z;Madeira;2023-07-11T20:18:13.000Z;Wohl
2508;Vacation;2023-08-05;2023-08-05;30;7764;JPY;O;070042;0000000300;2023-07-22T08:49:40.000Z;Kirk;2023-08-08T19:39:11.000Z;Jacqmain
2509;Vacation for Marta;2023-08-05;2023-08-05;10;2556;JPY;O;070011;0000000011;2023-07-07T01:22:12.000Z;Meier;2023-07-11T20:45:00.000Z;Neubasler
2510;Vacation to Japan;2023-08-05;2023-08-05;10;2542;JPY;X;070022;0000000085;2023-07-02T11:38:44.000Z;Leisert;2023-07-11T21:11:24.000Z;Zimmermann
2511;Business Trip for Matthias, Jean;2023-08-05;2023-08-05;20;5099;JPY;O;070007;0000000331;2023-07-03T22:16:56.000Z;Pan;2023-07-05T18:00:46.000Z;Mustermann
2512;Vacation to Japan;2023-08-05;2023-08-05;30;7673;JPY;O;070024;0000000098;2023-07-13T15:35:52.000Z;Buchholm;2023-07-21T23:38:55.000Z;Sommer
2513;Vacation;2023-08-05;2023-08-05;10;2658;JPY;O;070004;0000000001;2023-07-10T08:59:02.000Z;Buchholm;2023-07-10T23:19:59.000Z;D´Oultrement
2514;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;5274;JPY;A;070029;0000000440;2023-07-02T18:44:11.000Z;Neubasler;2023-07-13T01:07:17.000Z;Deichgraeber
2515;Vacation;2023-08-05;2023-08-05;20;5298;JPY;X;070005;0000000100;2023-07-22T15:26:02.000Z;Goelke;2023-07-23T05:09:36.000Z;Schneider
2516;Vacation for Guenther, Siegfried;2023-08-05;2023-08-05;20;5307;JPY;O;070014;0000000112;2023-07-06T17:21:37.000Z;Vrsic;2023-07-10T23:49:52.000Z;Ryan
2517;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;30;7968;JPY;A;070030;0000000089;2023-07-05T19:33:24.000Z;Delon;2023-07-17T09:04:31.000Z;Picard
2518;Business Trip;2023-08-05;2023-08-05;20;5274;JPY;A;070038;0000000157;2023-07-22T04:07:01.000Z;Henry;2023-08-06T07:16:19.000Z;Hoffen
2519;Vacation;2023-08-05;2023-08-05;10;2642;JPY;O;070048;0000000052;2023-07-10T22:29:42.000Z;Illner;2023-07-30T11:41:12.000Z;Becker
2520;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;5313;JPY;X;070026;0000000332;2023-07-07T23:06:21.000Z;Rahn;2023-07-18T21:10:03.000Z;Buchholm
2521;Business Trip for Cindy;2023-08-05;2023-08-05;10;2636;JPY;O;070007;0000000103;2023-07-17T13:08:25.000Z;Buehler;2023-07-19T06:12:24.000Z;Benjamin
2522;Visiting Uli;2023-08-05;2023-08-05;10;2729;JPY;A;070033;0000000004;2023-07-08T20:57:43.000Z;Henry;2023-07-21T07:19:36.000Z;Meier
2523;Vacation;2023-08-05;2023-08-05;20;5471;JPY;O;070043;0000000414;2023-07-16T05:14:14.000Z;Picard;2023-08-02T19:31:50.000Z;Goelke
2524;Business Trip to Japan;2023-08-05;2023-08-05;10;2771;JPY;O;070016;0000000160;2023-07-09T06:40:05.000Z;Henry;2023-07-15T07:26:12.000Z;Buehler
2525;Vacation;2023-08-05;2023-08-05;10;2732;JPY;X;070042;0000000151;2023-07-22T15:36:27.000Z;Barth;2023-08-08T02:32:57.000Z;Sommer
2526;Business Trip for Georg, Irmtraut, Chantal;2023-08-05;2023-08-05;30;8258;JPY;O;070007;0000000446;2023-07-11T00:22:26.000Z;Zimmermann;2023-07-13T11:51:28.000Z;Fischmann
2527;Vacation to Japan;2023-08-05;2023-08-05;10;2834;JPY;O;070024;0000000005;2023-07-11T23:09:09.000Z;Picard;2023-07-21T19:44:04.000Z;Buchholm
2528;Vacation to Japan;2023-08-05;2023-08-05;30;8621;JPY;O;070024;0000000259;2023-07-18T14:20:38.000Z;Jacqmain;2023-07-27T08:03:46.000Z;Sessler
2529;Visiting Dominik;2023-08-05;2023-08-05;20;5698;JPY;A;070034;0000000176;2023-07-19T13:22:26.000Z;Schneider;2023-08-02T15:49:49.000Z;Benjamin
2530;Business Trip to Japan;2023-08-05;2023-08-05;30;8520;JPY;X;070019;0000000137;2023-07-06T02:36:57.000Z;Sessler;2023-07-13T14:58:14.000Z;Barth
2531;Business Trip for Cindy;2023-08-05;2023-08-05;10;2981;JPY;O;070009;0000000397;2023-07-15T18:55:49.000Z;Trensch;2023-07-18T09:20:40.000Z;Prinz
2532;Business Trip;2023-08-05;2023-08-05;20;5724;JPY;O;070040;0000000066;2023-07-18T02:51:21.000Z;Cesari;2023-08-03T10:53:14.000Z;Detemple
2533;Business Trip;2023-08-05;2023-08-05;10;2931;JPY;O;070039;0000000251;2023-07-11T23:17:29.000Z;Müller;2023-07-28T21:15:40.000Z;Jeremias
2534;Business Trip;2023-08-05;2023-08-05;20;5878;JPY;O;070040;0000000477;2023-07-14T23:42:57.000Z;Columbo;2023-07-31T01:46:16.000Z;Jeremias
2535;Vacation for Andreas, Max;2023-08-05;2023-08-05;20;5947;JPY;X;070013;0000000147;2023-07-02T19:58:39.000Z;Mechler;2023-07-07T05:29:37.000Z;Sisko
2536;Visiting Lee;2023-08-05;2023-08-05;30;8781;JPY;A;070034;0000000214;2023-07-04T09:59:05.000Z;Kreiss;2023-07-18T09:28:55.000Z;Trensch
2537;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;3028;JPY;A;070027;0000000440;2023-07-19T01:30:01.000Z;Benjamin;2023-07-30T13:29:01.000Z;Neubasler
2538;Business Trip for Uli, Simon;2023-08-05;2023-08-05;20;6028;JPY;O;070007;0000000413;2023-07-05T00:23:27.000Z;Sisko;2023-07-07T20:46:45.000Z;Columbo
2539;Business Trip;2023-08-05;2023-08-05;20;6105;JPY;A;070037;0000000106;2023-07-03T23:07:45.000Z;Cesari;2023-07-19T10:27:00.000Z;Vrsic
2540;Vacation;2023-08-05;2023-08-05;20;6056;JPY;X;070002;0000000411;2023-07-14T22:33:04.000Z;Kreiss;2023-07-14T09:45:03.000Z;Fischer
2541;Vacation for Benjamin;2023-08-05;2023-08-05;10;3119;JPY;O;070011;0000000450;2023-07-07T06:47:02.000Z;Sudhoff;2023-07-11T16:38:37.000Z;Heller
2542;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;3121;JPY;A;070028;0000000077;2023-07-16T14:51:09.000Z;Cesari;2023-07-27T10:13:18.000Z;Sessler
2543;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;30;9347;JPY;A;070030;0000000040;2023-07-14T05:17:30.000Z;Picard;2023-07-26T19:54:58.000Z;Goelke
2544;Business Trip to Japan;2023-08-05;2023-08-05;10;3105;JPY;O;070016;0000000208;2023-07-10T08:20:38.000Z;Cesari;2023-07-16T10:43:45.000Z;Jacqmain
2545;Business Trip for Stephen;2023-08-05;2023-08-05;10;3148;JPY;X;070008;0000000256;2023-07-08T12:10:35.000Z;Babilon;2023-07-11T10:16:44.000Z;Gahl
2546;Vacation;2023-08-05;2023-08-05;20;6468;JPY;O;070047;0000000377;2023-07-03T22:32:01.000Z;Matthaeus;2023-07-22T10:39:37.000Z;Fischer
2547;Vacation to Japan;2023-08-05;2023-08-05;30;9712;JPY;O;070023;0000000336;2023-07-15T13:16:01.000Z;Hoffen;2023-07-24T04:49:22.000Z;Benjamin
2548;Vacation;2023-08-05;2023-08-05;20;6429;JPY;O;070050;0000000443;2023-07-03T05:25:26.000Z;Columbo;2023-07-23T01:10:38.000Z;Goelke
2549;Vacation to Japan;2023-08-05;2023-08-05;20;6408;JPY;O;070021;0000000090;2023-07-16T05:47:14.000Z;Fischmann;2023-07-24T00:28:29.000Z;Goelke
2550;Vacation for Mathilde, Horst, Illya;2023-08-05;2023-08-05;30;9914;JPY;X;070015;0000000377;2023-07-10T19:03:45.000Z;Madeira;2023-07-16T20:07:33.000Z;Kirk
2551;Business Trip to Japan;2023-08-05;2023-08-05;20;6588;JPY;O;070020;0000000160;2023-07-12T23:01:07.000Z;Dumbach;2023-07-21T04:37:38.000Z;Buchholm
2552;Vacation;2023-08-05;2023-08-05;20;6709;JPY;O;070041;0000000122;2023-07-16T07:41:25.000Z;Picard;2023-08-01T19:08:04.000Z;Marshall
2553;Vacation to Japan;2023-08-05;2023-08-05;10;3426;JPY;O;070023;0000000157;2023-07-08T01:32:42.000Z;Eichbaum;2023-07-17T16:30:02.000Z;Detemple
2554;Vacation;2023-08-05;2023-08-05;30;10189;JPY;O;070045;0000000174;2023-07-05T20:47:39.000Z;Sisko;2023-07-23T19:48:41.000Z;Madeira
2555;Visiting Matthias;2023-08-05;2023-08-05;20;7068;JPY;X;070032;0000000079;2023-07-19T04:16:17.000Z;Leisert;2023-08-01T21:30:10.000Z;Hoffen
2556;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;7054;JPY;A;070030;0000000124;2023-07-13T13:53:01.000Z;Barth;2023-07-25T02:07:30.000Z;Benjamin
2557;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;30;10454;JPY;A;070029;0000000395;2023-07-21T11:56:17.000Z;D´Oultrement;2023-08-01T08:58:53.000Z;Babilon
2558;Vacation;2023-08-05;2023-08-05;30;10839;JPY;O;070045;0000000045;2023-07-04T02:05:23.000Z;Becker;2023-07-22T22:38:07.000Z;Hansmann
2559;Business Trip;2023-08-05;2023-08-05;20;7237;JPY;O;070040;0000000206;2023-07-10T03:10:07.000Z;Montero;2023-07-26T14:04:26.000Z;Wohl
2560;Vacation;2023-08-05;2023-08-05;20;7245;JPY;X;070048;0000000088;2023-07-22T21:43:12.000Z;Madeira;2023-08-10T20:01:59.000Z;Müller
2561;Business Trip to Japan;2023-08-05;2023-08-05;20;7171;JPY;O;070016;0000000149;2023-07-12T08:38:29.000Z;Matthaeus;2023-07-18T10:08:56.000Z;Jacqmain
2562;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;7383;JPY;A;070028;0000000391;2023-07-11T11:33:07.000Z;Buchholm;2023-07-21T23:47:47.000Z;Kramer
2563;Vacation;2023-08-05;2023-08-05;30;11058;JPY;O;070041;0000000133;2023-07-06T14:49:46.000Z;Weiss;2023-07-22T13:22:22.000Z;Montero
2564;Business Trip;2023-08-05;2023-08-05;20;7647;JPY;A;070037;0000000385;2023-07-07T13:19:32.000Z;Hoffen;2023-07-22T04:18:14.000Z;Benjamin
2565;Business Trip;2023-08-05;2023-08-05;20;7584;JPY;X;070036;0000000011;2023-07-02T02:30:05.000Z;Kramer;2023-07-16T11:47:32.000Z;Benz
2566;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;7526;JPY;A;070029;0000000463;2023-07-19T19:43:40.000Z;Gueldenpfenn;2023-07-31T16:15:22.000Z;Sisko
2567;Business Trip to Japan;2023-08-05;2023-08-05;20;7768;JPY;O;070018;0000000080;2023-07-20T09:55:37.000Z;Miguel;2023-07-27T13:09:04.000Z;Kreiss
2568;Vacation;2023-08-05;2023-08-05;20;7747;JPY;O;070002;0000000186;2023-07-15T13:05:05.000Z;Benjamin;2023-07-15T13:13:16.000Z;Benjamin
2569;Vacation;2023-08-05;2023-08-05;10;3992;JPY;O;070002;0000000027;2023-07-08T10:46:04.000Z;Delon;2023-07-08T09:04:05.000Z;Cesari
2570;Vacation to Japan;2023-08-05;2023-08-05;10;3951;JPY;X;070023;0000000084;2023-07-18T23:44:05.000Z;Dumbach;2023-07-28T04:49:45.000Z;Buchholm
2571;Business Trip to Japan;2023-08-05;2023-08-05;20;7914;JPY;O;070020;0000000173;2023-07-13T01:57:23.000Z;Delon;2023-07-21T09:45:28.000Z;Columbo
2572;Visiting Roland;2023-08-05;2023-08-05;30;12183;JPY;A;070033;0000000079;2023-07-16T21:47:33.000Z;Buchholm;2023-07-28T23:27:41.000Z;Mustermann
2573;Business Trip to Japan;2023-08-05;2023-08-05;20;8283;JPY;O;070016;0000000424;2023-07-20T14:56:51.000Z;Weiss;2023-07-26T13:25:06.000Z;Montero
2574;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;4042;JPY;A;070027;0000000311;2023-07-14T04:58:03.000Z;Mustermann;2023-07-24T21:00:30.000Z;Dumbach
2575;Business Trip for Sophie;2023-08-05;2023-08-05;10;4042;JPY;X;070007;0000000531;2023-07-18T11:20:37.000Z;Neubasler;2023-07-20T01:34:40.000Z;Illner
2576;Business Trip to Japan;2023-08-05;2023-08-05;10;4169;JPY;O;070019;0000000263;2023-07-11T12:17:39.000Z;Jeremias;2023-07-17T23:33:08.000Z;Pratt
2577;Vacation to Japan;2023-08-05;2023-08-05;20;8312;JPY;O;070022;0000000075;2023-07-14T01:39:13.000Z;Madeira;2023-07-23T20:09:49.000Z;Detemple
2578;Vacation;2023-08-05;2023-08-05;10;4158;JPY;O;070047;0000000337;2023-07-21T22:47:15.000Z;Goelke;2023-08-09T04:41:03.000Z;Mustermann
2579;Business Trip;2023-08-05;2023-08-05;20;8537;JPY;A;070038;0000000335;2023-07-19T13:15:32.000Z;Buchholm;2023-08-02T23:20:56.000Z;Miguel
2580;Vacation;2023-08-05;2023-08-05;20;8485;JPY;X;070042;0000000426;2023-07-11T07:19:57.000Z;Pan;2023-07-28T18:20:31.000Z;Henry
2581;Vacation;2023-08-05;2023-08-05;20;8664;JPY;O;070001;0000000371;2023-07-20T02:45:05.000Z;Barth;2023-07-20T02:55:58.000Z;Benz
2582;Vacation;2023-08-05;2023-08-05;10;4404;JPY;O;070043;0000000003;2023-07-17T12:36:44.000Z;Sisko;2023-08-03T20:17:30.000Z;Pratt
2583;Vacation;2023-08-05;2023-08-05;20;8672;JPY;O;070050;0000000226;2023-07-14T11:50:11.000Z;Neubasler;2023-08-03T01:45:50.000Z;Kramer
2584;Business Trip to Japan;2023-08-05;2023-08-05;20;8667;JPY;O;070019;0000000313;2023-07-17T17:35:54.000Z;Marshall;2023-07-24T07:54:16.000Z;Ryan
2585;Vacation for Uli, Walter;2023-08-05;2023-08-05;20;8866;JPY;X;070015;0000000533;2023-07-21T07:13:23.000Z;Benjamin;2023-07-26T13:04:36.000Z;Marshall
2586;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;8954;JPY;A;070030;0000000260;2023-07-17T22:24:16.000Z;Benjamin;2023-07-29T13:52:26.000Z;Becker
2587;Vacation;2023-08-05;2023-08-05;20;9028;JPY;O;070049;0000000133;2023-07-11T08:47:11.000Z;Moyano;2023-07-31T15:39:06.000Z;Hunter
2588;Vacation;2023-08-05;2023-08-05;30;13563;JPY;O;070044;0000000468;2023-07-19T00:33:36.000Z;Montero;2023-08-06T14:14:44.000Z;Fischmann
2589;Business Trip;2023-08-05;2023-08-05;10;4605;JPY;O;070040;0000000069;2023-07-22T13:00:28.000Z;Delon;2023-08-07T09:13:07.000Z;Miguel
2590;Vacation;2023-08-05;2023-08-05;10;4610;JPY;X;070047;0000000430;2023-07-02T01:01:08.000Z;Barth;2023-07-21T02:45:05.000Z;Martin
2591;Vacation;2023-08-05;2023-08-05;10;4632;JPY;O;070049;0000000149;2023-07-02T03:15:56.000Z;Sudhoff;2023-07-22T17:23:51.000Z;Koslowski
2592;Visiting Salvador;2023-08-05;2023-08-05;20;9464;JPY;A;070034;0000000246;2023-07-03T01:39:23.000Z;Dumbach;2023-07-17T04:12:12.000Z;Neubasler
2593;Business Trip for Benjamin;2023-08-05;2023-08-05;10;4772;JPY;O;070008;0000000380;2023-07-02T09:00:16.000Z;Montero;2023-07-05T14:54:41.000Z;Hunter
2594;Vacation for Laura;2023-08-05;2023-08-05;10;4736;JPY;O;070011;0000000505;2023-07-05T10:47:08.000Z;Picard;2023-07-09T19:44:04.000Z;Matthaeus
2595;Business Trip to Japan;2023-08-05;2023-08-05;10;4868;JPY;X;070020;0000000285;2023-07-09T21:58:22.000Z;Columbo;2023-07-17T01:54:21.000Z;Leisert
2596;Visiting Guillermo;2023-08-05;2023-08-05;30;14450;JPY;A;070033;0000000168;2023-07-07T15:31:32.000Z;Becker;2023-07-20T22:07:26.000Z;Schneider
2597;Vacation;2023-08-05;2023-08-05;10;4905;JPY;O;070046;0000000143;2023-07-10T00:38:43.000Z;Jeremias;2023-07-28T23:49:41.000Z;Columbo
